city,state_name,county_name
National Harbor,Maryland,Prince George's
Canton,North Carolina,Haywood
Florida Gulf Coast University,Florida,Lee
Huntingdon,Tennessee,Carroll
Breckenridge Hills,Missouri,St. Louis
Newport,Vermont,Orleans
Bloomfield Hills,Michigan,Oakland
Canton,Texas,Van Zandt
Eagar,Arizona,Apache
Summit,Arizona,Pima
Atlantic Highlands,New Jersey,Monmouth
Summerville,Georgia,Chattooga
Vilonia,Arkansas,Faulkner
Belton,South Carolina,Anderson
Thornwood,New York,Westchester
Longview Heights,Washington,Cowlitz
Pearl River,Mississippi,Neshoba
Beaver,Pennsylvania,Beaver
Farley,Kentucky,McCracken
Crescent Springs,Kentucky,Kenton
Pittsburg,Texas,Camp
Glassport,Pennsylvania,Allegheny
Roseburg North,Oregon,Douglas
Indian Mountain Lake,Pennsylvania,Monroe
Helena Valley Northeast,Montana,Lewis and Clark
Bayside,Wisconsin,Milwaukee
Apison,Tennessee,Hamilton
Ivanhoe,California,Tulare
Emerald Lake Hills,California,San Mateo
North Terre Haute,Indiana,Vigo
Chinle,Arizona,Apache
Brooktrails,California,Mendocino
Palacios,Texas,Matagorda
Barboursville,West Virginia,Cabell
Scottdale,Pennsylvania,Westmoreland
Minersville,Pennsylvania,Schuylkill
Scottsville,Kentucky,Allen
Pleasant Run Farm,Ohio,Hamilton
La Vale,Maryland,Allegany
Denver City,Texas,Yoakum
Coldwater,Ohio,Mercer
Lemmon Valley,Nevada,Washoe
Prairie du Sac,Wisconsin,Sauk
Phoenix,Oregon,Jackson
Armonk,New York,Westchester
Puhi,Hawaii,Kauai
Ludlow,Kentucky,Kenton
Lolo,Montana,Missoula
Hamburg,Pennsylvania,Berks
Prescott,Wisconsin,Pierce
Placitas,New Mexico,Sandoval
Oak Valley,New Jersey,Gloucester
Jasper,Georgia,Pickens
Breese,Illinois,Clinton
Whiteland,Indiana,Johnson
Louisville,Tennessee,Blount
Archbold,Ohio,Fulton
Gang Mills,New York,Steuben
Laguna Beach,Florida,Bay
Kewaskum,Wisconsin,Washington
Mississippi State,Mississippi,Oktibbeha
Waverly,Nebraska,Lancaster
Wayzata,Minnesota,Hennepin
Tri-City,Oregon,Douglas
Wadena,Minnesota,Wadena
Pocomoke City,Maryland,Worcester
Hanamaulu,Hawaii,Kauai
Magnolia,New Jersey,Camden
Pocola,Oklahoma,Le Flore
Parker,Florida,Bay
Hunters Creek Village,Texas,Harris
Dyersville,Iowa,Dubuque
Auburn,Illinois,Sangamon
Harrogate,Tennessee,Claiborne
Baxter Village,South Carolina,York
Scott City,Missouri,Scott
Rose Hill,Kansas,Butler
Union Mill,Virginia,Fairfax
Belleair,Florida,Pinellas
Hutchinson Island South,Florida,St. Lucie
Isle of Palms,South Carolina,Charleston
North Wilkesboro,North Carolina,Wilkes
McMurray,Pennsylvania,Washington
Sykesville,Maryland,Carroll
Wanamassa,New Jersey,Monmouth
Woodruff,South Carolina,Spartanburg
Waverly,New York,Tioga
Freeburg,Illinois,St. Clair
Boulevard Park,Washington,King
Medford,Wisconsin,Taylor
Portola Valley,California,San Mateo
Pantops,Virginia,Albemarle
Kimberly,Alabama,Jefferson
Middleville,Michigan,Barry
Sunset Beach,North Carolina,Brunswick
Mount Hermon,Virginia,Pittsylvania
Indian River Shores,Florida,Indian River
Hebbronville,Texas,Jim Hogg
Lake Darby,Ohio,Franklin
Mathis,Texas,San Patricio
Maytown,Pennsylvania,Lancaster
Old Westbury,New York,Nassau
Winona,Mississippi,Montgomery
Reedsport,Oregon,Douglas
Mills,Wyoming,Natrona
Lincoln Park,Colorado,Fremont
Chelan,Washington,Chelan
Baldwin,Wisconsin,St. Croix
Hampton,Iowa,Franklin
Huber Ridge,Ohio,Franklin
Ford City,California,Kern
Lincoln,North Dakota,Burleigh
Leisure Village East,New Jersey,Ocean
Whiteriver,Arizona,Navajo
Bonsall,California,San Diego
Gaylord,Michigan,Otsego
Crandall,Texas,Kaufman
Staunton,Illinois,Macoupin
Lower Grand Lagoon,Florida,Bay
Coarsegold,California,Madera
Chalfont,Pennsylvania,Bucks
Lajas,Puerto Rico,Lajas
Chattanooga Valley,Georgia,Walker
Holiday City South,New Jersey,Ocean
Long Hill,Connecticut,Southeastern Connecticut
Dawson,Georgia,Terrell
Adamsville,Alabama,Jefferson
Lamar,Missouri,Barton
McGovern,Pennsylvania,Washington
Sinking Spring,Pennsylvania,Berks
Clearlake Riviera,California,Lake
Sheffield,Ohio,Lorain
Tarentum,Pennsylvania,Allegheny
Westville,New Jersey,Gloucester
Bagdad,Florida,Santa Rosa
Caro,Michigan,Tuscola
Haleyville,Alabama,Winston
Mauston,Wisconsin,Juneau
Forest City,Iowa,Winnebago
Orangeburg,New York,Rockland
Waverly,Tennessee,Humphreys
Slatington,Pennsylvania,Lehigh
Bethel,Washington,Kitsap
Verona,Virginia,Augusta
Kaplan,Louisiana,Vermilion
Wiggins,Mississippi,Stone
Saukville,Wisconsin,Ozaukee
Morgan,Utah,Morgan
Medford Lakes,New Jersey,Burlington
Rosedale,Washington,Pierce
Edgewood,Ohio,Ashtabula
Boyertown,Pennsylvania,Berks
Bradley Beach,New Jersey,Monmouth
Highland Beach,Florida,Palm Beach
Ligonier,Indiana,Noble
Normandy,Missouri,St. Louis
Bristow,Oklahoma,Creek
Sparta,Michigan,Kent
Lonoke,Arkansas,Lonoke
Laureldale,Pennsylvania,Berks
Buchanan,Michigan,Berrien
Russell,Kansas,Russell
Paintsville,Kentucky,Johnson
Shenandoah,Pennsylvania,Schuylkill
North Braddock,Pennsylvania,Allegheny
Suncoast Estates,Florida,Lee
Southside,Arkansas,Independence
Elmira Heights,New York,Chemung
Sullivan,Illinois,Moultrie
Hayfield,Virginia,Fairfax
Elverta,California,Sacramento
Euharlee,Georgia,Bartow
Sullivan,Indiana,Sullivan
West Jefferson,Ohio,Madison
Shelbyville,Illinois,Shelby
Larksville,Pennsylvania,Luzerne
Hatillo,Puerto Rico,Hatillo
West Peoria,Illinois,Peoria
Harbison Canyon,California,San Diego
Osawatomie,Kansas,Miami
Hometown,Illinois,Cook
Spackenkill,New York,Dutchess
Spindale,North Carolina,Rutherford
Garden Ridge,Texas,Comal
Lawrenceville,Illinois,Lawrence
Farrell,Pennsylvania,Mercer
Ovilla,Texas,Ellis
Caldwell,Texas,Burleson
Lake View,Alabama,Tuscaloosa
Greencastle,Pennsylvania,Franklin
Chariton,Iowa,Lucas
Forty Fort,Pennsylvania,Luzerne
French Island,Wisconsin,La Crosse
County Center,Virginia,Prince William
West Laurel,Maryland,Prince George's
Santa Bárbara,Puerto Rico,Canóvanas
Brookland,Arkansas,Craighead
Ho-Ho-Kus,New Jersey,Bergen
Pine Level,Alabama,Autauga
Geneva,Alabama,Geneva
Comanche,Texas,Comanche
Park Rapids,Minnesota,Hubbard
Spring Valley Village,Texas,Harris
Ashburn,Georgia,Turner
Danville,Pennsylvania,Montour
Ashdown,Arkansas,Little River
Kutztown University,Pennsylvania,Berks
Fox Farm-College,Wyoming,Laramie
Anna,Illinois,Union
Fayette,Alabama,Fayette
Broadway,Virginia,Rockingham
Franklin,North Carolina,Macon
Fayetteville,New York,Onondaga
Aumsville,Oregon,Marion
Aldan,Pennsylvania,Delaware
Sharpsville,Pennsylvania,Mercer
Lyons,Georgia,Toombs
Surfside Beach,South Carolina,Horry
Mirrormont,Washington,King
Cannon Falls,Minnesota,Goodhue
Broken Bow,Oklahoma,McCurtain
Mount Pleasant,Pennsylvania,Westmoreland
Slaughterville,Oklahoma,Cleveland
Bay Hill,Florida,Orange
Grape Creek,Texas,Tom Green
Sherman,Illinois,Sangamon
Columbus,Minnesota,Anoka
Ellenville,New York,Ulster
East Camden,South Carolina,Kershaw
High Ridge,Missouri,Jefferson
Chagrin Falls,Ohio,Cuyahoga
San Carlos,Texas,Hidalgo
Kings Park,Virginia,Fairfax
Wamego,Kansas,Pottawatomie
Northwest Harwich,Massachusetts,Barnstable
Mattituck,New York,Suffolk
Kelseyville,California,Lake
Mount Olive,North Carolina,Wayne
Le Sueur,Minnesota,Le Sueur
Charleroi,Pennsylvania,Washington
Poplar Grove,Illinois,Boone
Clarion,Pennsylvania,Clarion
Paxton,Illinois,Ford
Jacksonwald,Pennsylvania,Berks
Cold Spring,Minnesota,Stearns
Galeville,New York,Onondaga
West Bay Shore,New York,Suffolk
Bellville,Texas,Austin
Springville,New York,Erie
Rising Sun-Lebanon,Delaware,Kent
Scott AFB,Illinois,St. Clair
Park Layne,Ohio,Clark
Edinburgh,Indiana,Johnson
Malmstrom AFB,Montana,Cascade
Kildeer,Illinois,Lake
Kutztown,Pennsylvania,Berks
Carlisle,Iowa,Polk
Danielson,Connecticut,Northeastern Connecticut
Lisbon Falls,Maine,Androscoggin
Harbour Heights,Florida,Charlotte
Madera Ranchos,California,Madera
Monte Vista,Colorado,Rio Grande
Fairway,Kansas,Johnson
Greendale,Indiana,Dearborn
Duncan,South Carolina,Spartanburg
Trenton,Tennessee,Gibson
Swanton,Ohio,Fulton
Dallastown,Pennsylvania,York
Caseyville,Illinois,St. Clair
Wingate,North Carolina,Union
Jourdanton,Texas,Atascosa
Pipestone,Minnesota,Pipestone
Shackle Island,Tennessee,Sumner
Jefferson,Iowa,Greene
Shrewsbury,New Jersey,Monmouth
Capitol View,South Carolina,Richland
Sebring,Ohio,Mahoning
Surf City,North Carolina,Pender
Amity Gardens,Pennsylvania,Berks
Montesano,Washington,Grays Harbor
Whitesboro,Texas,Grayson
Gardnertown,New York,Orange
Riverside,Missouri,Platte
Waverly,Ohio,Pike
Algonac,Michigan,St. Clair
Jacksboro,Texas,Jack
Linden,Michigan,Genesee
Clay Center,Kansas,Clay
Roosevelt Park,Michigan,Muskegon
Georgetown,Ohio,Brown
Dawsonville,Georgia,Dawson
Rosemont,Illinois,Cook
Benson,North Carolina,Johnston
Lansford,Pennsylvania,Carbon
Dimmitt,Texas,Castro
Southport,North Carolina,Brunswick
Coal Valley,Illinois,Rock Island
Newport,South Carolina,York
Wonder Lake,Illinois,McHenry
Lambertville,New Jersey,Hunterdon
Gibson,Arkansas,Pulaski
Akwesasne,New York,Franklin
Jena,Louisiana,LaSalle
Thorndale,Pennsylvania,Chester
Saxon,South Carolina,Spartanburg
Lyncourt,New York,Onondaga
Church Point,Louisiana,Acadia
Lowell,Michigan,Kent
Akron,Pennsylvania,Lancaster
Jersey Shore,Pennsylvania,Lycoming
Bowling Green,Missouri,Pike
South Highpoint,Florida,Pinellas
Dakota Dunes,South Dakota,Union
Grafton,North Dakota,Walsh
Brookfield,Missouri,Linn
Brittany Farms-The Highlands,Pennsylvania,Bucks
Hawaiian Acres,Hawaii,Hawaii
Walhalla,South Carolina,Oconee
McLendon-Chisholm,Texas,Rockwall
Wellsville,Utah,Cache
Rice Lake,Minnesota,St. Louis
Williamston,South Carolina,Anderson
Friona,Texas,Parmer
North El Monte,California,Los Angeles
Reiffton,Pennsylvania,Berks
Nashville,Arkansas,Howard
Monongahela,Pennsylvania,Washington
Simonton Lake,Indiana,Elkhart
Burnt Mills,Maryland,Montgomery
Woodville,Florida,Leon
Bystrom,California,Stanislaus
Hunter,Ohio,Warren
University Center,Virginia,Loudoun
Valley Grande,Alabama,Dallas
Goodview,Minnesota,Winona
Pinetop-Lakeside,Arizona,Navajo
The College of New Jersey,New Jersey,Mercer
Falls City,Nebraska,Richardson
North East,Maryland,Cecil
Gordon Heights,New York,Suffolk
Forest Oaks,North Carolina,Guilford
Fruit Hill,Ohio,Hamilton
Metamora,Illinois,Woodford
Jonesboro,Louisiana,Jackson
Taylor,Arizona,Navajo
North Muskegon,Michigan,Muskegon
Fenton,Missouri,St. Louis
Clayton,Delaware,Kent
Trent Woods,North Carolina,Craven
Green Oaks,Illinois,Lake
Riverdale,New Jersey,Morris
Armona,California,Kings
North Brooksville,Florida,Hernando
Pascoag,Rhode Island,Providence
Bullard,Texas,Smith
Otsego,Michigan,Allegan
Herricks,New York,Nassau
Garden City South,New York,Nassau
Medina,Texas,Zapata
Montauk,New York,Suffolk
Hazlehurst,Georgia,Jeff Davis
Marseilles,Illinois,LaSalle
Sparta,Illinois,Randolph
Mulberry,Florida,Polk
Leisure Village West,New Jersey,Ocean
Throop,Pennsylvania,Lackawanna
Gentry,Arkansas,Benton
Hugoton,Kansas,Stevens
West Milwaukee,Wisconsin,Milwaukee
Rock Valley,Iowa,Sioux
Brookdale,South Carolina,Orangeburg
Cross Plains,Wisconsin,Dane
Delmar,Maryland,Wicomico
Crittenden,Kentucky,Grant
Eastwood,Louisiana,Bossier
Santa Rita Ranch,Texas,Williamson
Monticello,Iowa,Jones
Candelaria Arenas,Puerto Rico,Toa Baja
Holloman AFB,New Mexico,Otero
Chester,New York,Orange
Tierra Verde,Florida,Pinellas
Lathrup Village,Michigan,Oakland
Marine City,Michigan,St. Clair
Rosewood Heights,Illinois,Madison
Greenfield,Ohio,Highland
Quitman,Georgia,Brooks
Larch Way,Washington,Snohomish
Fleetwood,Pennsylvania,Berks
Weston Lakes,Texas,Fort Bend
Laurel,Delaware,Sussex
Winnfield,Louisiana,Winn
Bosque Farms,New Mexico,Valencia
Comerío,Puerto Rico,Comerío
Amite City,Louisiana,Tangipahoa
Haskell,Arkansas,Saline
Enon,Virginia,Chesterfield
Silver Lake,New Jersey,Essex
Mary Esther,Florida,Okaloosa
Smithville,Texas,Bastrop
Mount Repose,Ohio,Clermont
Loxley,Alabama,Baldwin
Cedar Creek,Texas,Bastrop
Elkin,North Carolina,Surry
Huntington,Texas,Angelina
Bardonia,New York,Rockland
South Eliot,Maine,York
St. Charles,Minnesota,Winona
Dillon,Montana,Beaverhead
Coquille,Oregon,Coos
Cayuga Heights,New York,Tompkins
Camdenton,Missouri,Camden
West Bradenton,Florida,Manatee
Stanley,North Carolina,Gaston
Capitol Heights,Maryland,Prince George's
Warminster Heights,Pennsylvania,Bucks
Millstadt,Illinois,St. Clair
Mineral Ridge,Ohio,Trumbull
Camden,Delaware,Kent
Point Pleasant,West Virginia,Mason
Pinehurst,Texas,Montgomery
Westover,West Virginia,Monongalia
Taylor Creek,Ohio,Hamilton
Marlboro Meadows,Maryland,Prince George's
Cutler,California,Tulare
Algood,Tennessee,Putnam
Collinsville,Connecticut,Capitol
St. Bernard,Ohio,Hamilton
Brownsville,Louisiana,Ouachita
Trappe,Pennsylvania,Montgomery
Basalt,Colorado,Eagle
South Haven,Michigan,Van Buren
Indian Head Park,Illinois,Cook
Ridgway,Pennsylvania,Elk
San Miguel,California,Contra Costa
Friendship Heights Village,Maryland,Montgomery
Pittsboro,Indiana,Hendricks
Esperance,Washington,Snohomish
Riverwoods,Illinois,Lake
Singac,New Jersey,Passaic
Ladonia,Alabama,Russell
Chilton,Wisconsin,Calumet
Marshall,Illinois,Clark
Hawkinsville,Georgia,Pulaski
University Gardens,New York,Nassau
Southern Shops,South Carolina,Spartanburg
Tierras Nuevas Poniente,Puerto Rico,Manatí
Indian Head,Maryland,Charles
Rossville,Georgia,Walker
Saw Creek,Pennsylvania,Pike
Burnham,Illinois,Cook
Penrose,Colorado,Fremont
Magee,Mississippi,Simpson
Edgefield,South Carolina,Edgefield
Metter,Georgia,Candler
Jackson,Louisiana,East Feliciana
Colorado City,Texas,Mitchell
South Russell,Ohio,Geauga
Tangerine,Florida,Orange
Heritage Hills,New York,Westchester
Three Rivers,Oregon,Deschutes
Madill,Oklahoma,Marshall
Pecan Acres,Texas,Tarrant
Scandia,Minnesota,Washington
Mullins,South Carolina,Marion
Wallace,Florida,Santa Rosa
Horace,North Dakota,Cass
Palmer Heights,Pennsylvania,Northampton
Carroll Valley,Pennsylvania,Adams
Belleville,Michigan,Wayne
Castle Hills,Texas,Bexar
White Bluff,Tennessee,Dickson
Pomona,New York,Rockland
Lancaster,Kentucky,Garrard
Marlboro,New York,Ulster
Brookville,Pennsylvania,Jefferson
Meadow Lake,New Mexico,Valencia
Grant,Minnesota,Washington
Sagamore,Massachusetts,Barnstable
Pennsburg,Pennsylvania,Montgomery
Battle Mountain,Nevada,Lander
Livingston,Tennessee,Overton
Shenandoah Farms,Virginia,Warren
Meiners Oaks,California,Ventura
Boardman,Oregon,Morrow
Scott City,Kansas,Scott
Pleasant Hills,Maryland,Harford
Lincoln Village,California,San Joaquin
Golden Beach,Maryland,St. Mary's
Nash,Texas,Bowie
Dorr,Michigan,Allegan
Saint Davids,Pennsylvania,Delaware
Turners Falls,Massachusetts,Franklin
Bayport,Minnesota,Washington
Schnecksville,Pennsylvania,Lehigh
Lawrenceville,New Jersey,Mercer
Dell Rapids,South Dakota,Minnehaha
Cozad,Nebraska,Dawson
Coleman,Texas,Coleman
Spencer,Oklahoma,Oklahoma
Emigsville,Pennsylvania,York
Ely,Nevada,White Pine
Mitchell,Indiana,Lawrence
Highland Lakes,New Jersey,Sussex
Cherry Grove,Ohio,Hamilton
Vidalia,Louisiana,Concordia
Madeira Beach,Florida,Pinellas
Santa Venetia,California,Marin
North Richmond,California,Contra Costa
Woodson Terrace,Missouri,St. Louis
Upland,Indiana,Grant
El Jebel,Colorado,Eagle
Chandler,Indiana,Warrick
Pea Ridge,Florida,Santa Rosa
Flagler Estates,Florida,St. Johns
Oaklyn,New Jersey,Camden
South Chicago Heights,Illinois,Cook
Bayou Vista,Louisiana,St. Mary
Colonial Beach,Virginia,Westmoreland
Williamstown,Kentucky,Grant
Pine Manor,Florida,Lee
Bethlehem,North Carolina,Alexander
Raymond,Wisconsin,Racine
Cisco,Texas,Eastland
Metzger,Oregon,Washington
North Pembroke,Massachusetts,Plymouth
Barrington Hills,Illinois,Cook
St. James,Missouri,Phelps
Rockwell,Arkansas,Garland
Del Mar,California,San Diego
Sullivan City,Texas,Hidalgo
Kiel,Wisconsin,Manitowoc
Citronelle,Alabama,Mobile
Brown Station,Maryland,Prince George's
Lancaster,Wisconsin,Grant
Montpelier,Ohio,Williams
Emerald Isle,North Carolina,Carteret
Centerville,Minnesota,Anoka
Dupo,Illinois,St. Clair
Valdez,Alaska,Chugach
Kittanning,Pennsylvania,Armstrong
Oronoque,Connecticut,Greater Bridgeport
Morongo Valley,California,San Bernardino
Berne,Indiana,Adams
Butte,Alaska,Matanuska-Susitna
Fairbury,Nebraska,Jefferson
Lockeford,California,San Joaquin
Hudson Bend,Texas,Travis
Cresco,Iowa,Howard
Windber,Pennsylvania,Somerset
Campanilla,Puerto Rico,Toa Baja
Ball,Louisiana,Rapides
Hidden Meadows,California,San Diego
Clyde,Texas,Callahan
Great Notch,New Jersey,Passaic
Parkesburg,Pennsylvania,Chester
Carrollton,Kentucky,Carroll
Pinch,West Virginia,Kanawha
Pulaski,Wisconsin,Brown
Swansboro,North Carolina,Onslow
Woodlawn,Ohio,Hamilton
La Center,Washington,Clark
Weston,West Virginia,Lewis
Loyola,California,Santa Clara
South Blooming Grove,New York,Orange
Oak Lane,Pennsylvania,Montgomery
Goodland,Kansas,Sherman
Dumas,Arkansas,Desha
Northumberland,Pennsylvania,Northumberland
Lewisburg,West Virginia,Greenbrier
Zelienople,Pennsylvania,Butler
Florence,Colorado,Fremont
Woodbridge,California,San Joaquin
Waynesburg,Pennsylvania,Greene
Empire,California,Stanislaus
Baden,Pennsylvania,Beaver
Berwyn,Pennsylvania,Chester
Granite Hills,California,San Diego
Shrewsbury,Pennsylvania,York
Norwood Young America,Minnesota,Carver
Alturas,Florida,Polk
Leland,Mississippi,Washington
Baxter Springs,Kansas,Cherokee
Irwin,Pennsylvania,Westmoreland
Forestville,California,Sonoma
Auburn Lake Trails,California,El Dorado
Frackville,Pennsylvania,Schuylkill
Ballville,Ohio,Sandusky
York Harbor,Maine,York
Bellaire,Ohio,Belmont
Farmersville,Texas,Collin
Mulberry,Ohio,Clermont
North Hudson,Wisconsin,St. Croix
Wills Point,Texas,Van Zandt
Northlake,South Carolina,Anderson
McCall,Idaho,Valley
Ravenswood,West Virginia,Jackson
St. James City,Florida,Lee
Clifton,Arizona,Greenlee
Manning,South Carolina,Clarendon
Bella Vista,California,Shasta
Rocky Ford,Colorado,Otero
Knox,Indiana,Starke
Zumbrota,Minnesota,Goodhue
Montrose,Minnesota,Wright
Aguilita,Puerto Rico,Juana Díaz
Richwood,Louisiana,Ouachita
Nichols Hills,Oklahoma,Oklahoma
Amberley,Ohio,Hamilton
Wintersville,Ohio,Jefferson
Deephaven,Minnesota,Hennepin
Juno Beach,Florida,Palm Beach
Karns,Tennessee,Knox
Skippers Corner,North Carolina,New Hanover
Mountain View,Hawaii,Hawaii
St. Joseph,Illinois,Champaign
Fort McKinley,Ohio,Montgomery
Avenue B and C,Arizona,Yuma
Freeland,Pennsylvania,Luzerne
Boyne City,Michigan,Charlevoix
Elim,Pennsylvania,Cambria
Hahnville,Louisiana,St. Charles
Genesee,Colorado,Jefferson
Brookmont,Maryland,Montgomery
Cascade Valley,Washington,Grant
Vicksburg,Michigan,Kalamazoo
Dana,North Carolina,Henderson
Prestonsburg,Kentucky,Floyd
Quinnipiac University,Connecticut,South Central Connecticut
Portland,Michigan,Ionia
Oregon,Illinois,Ogle
Whitmore Village,Hawaii,Honolulu
Grayson,Kentucky,Carter
Malden,Missouri,Dunklin
St. Anthony,Idaho,Fremont
Nelsonville,Ohio,Athens
Merchantville,New Jersey,Camden
Unicoi,Tennessee,Unicoi
Booneville,Arkansas,Logan
Troutman,North Carolina,Iredell
Oakhurst,New Jersey,Monmouth
Meridian,Pennsylvania,Butler
Hawaiian Ocean View,Hawaii,Hawaii
Rockfish,North Carolina,Hoke
Marshall,Wisconsin,Dane
Austin,Arkansas,Lonoke
Fort Gibson,Oklahoma,Muskogee
Harrington,Delaware,Kent
Lake California,California,Tehama
Lake Sarasota,Florida,Sarasota
Bunker Hill Village,Texas,Harris
Williamston,Michigan,Ingham
Pocono Woodland Lakes,Pennsylvania,Pike
Boonsboro,Maryland,Washington
Bluffton,Ohio,Allen
Horicon,Wisconsin,Dodge
Pixley,California,Tulare
Waukon,Iowa,Allamakee
West Liberty,Iowa,Muscatine
San Diego,Texas,Duval
Paw Paw Lake,Michigan,Berrien
Dwight,Illinois,Livingston
Mission Hills,California,Santa Barbara
India Hook,South Carolina,York
Oneida,Tennessee,Scott
Umatilla,Florida,Lake
Bishop,California,Inyo
Harlem,Georgia,Columbia
Hohenwald,Tennessee,Lewis
Wheatland,California,Yuba
Manhasset Hills,New York,Nassau
Georgetown,Indiana,Floyd
Red Bud,Illinois,Randolph
Navy,Virginia,Fairfax
Buckner,Kentucky,Oldham
Rochester,Illinois,Sangamon
Ajo,Arizona,Pima
